name	Unholy_Cross
	frame	data/chars/cross/rot01.gif
	blast	0
	frame	data/chars/cross/rot02.gif
	blast	38 28 106 95 15 1
	frame	data/chars/cross/rot03.gif
	blast	0
	frame	data/chars/cross/rot04.gif
	blast	38 28 106 95 15 1
	sound	data/sounds/whip.wav
	frame	data/chars/cross/rot05.gif
	blast	0
	frame	data/chars/cross/rot06.gif
	blast	38 28 106 95 15 1
	frame	data/chars/cross/rot07.gif
	blast	0
	frame	data/chars/cross/rot08.gif
	blast	38 28 106 95 15 1
	frame	data/chars/cross/rot09.gif
	blast	0
	sound	data/sounds/whip.wav
	frame	data/chars/cross/rot10.gif
	blast	38 28 106 95 15 1
	frame	data/chars/cross/stand01.gif
	blast	0
	frame	data/chars/cross/rot01.gif
	blast	38 28 106 95 15 1
	frame	data/chars/cross/rot02.gif
	blast	0
	frame	data/chars/cross/rot03.gif
	blast	38 28 106 95 15 1
	frame	data/chars/cross/rot04.gif
	blast	0
	sound	data/sounds/whip.wav
	frame	data/chars/cross/rot05.gif
	blast	38 28 106 95 15 1
	frame	data/chars/cross/rot06.gif
	blast	0
	frame	data/chars/cross/rot07.gif
	blast	38 28 106 95 15 1
	frame	data/chars/cross/rot08.gif
	blast	0
	frame	data/chars/cross/rot09.gif
	blast	38 28 106 95 15 1
	frame	data/chars/cross/rot10.gif
	blast	0
	frame	data/chars/cross/stand01.gif






anim upper
	loop	0
	delay	4
	offset	89 129
	blast	38 28 106 95 15 1
	sound	data/sounds/whip.wav
	frame	data/chars/cross/rot01.gif
	blast	0
	frame	data/chars/cross/rot02.gif
	blast	38 28 106 95 15 1
	frame	data/chars/cross/rot03.gif
	blast	0
	frame	data/chars/cross/rot04.gif
	blast	38 28 106 95 15 1
	sound	data/sounds/whip.wav
	frame	data/chars/cross/rot05.gif
	blast	0
	frame	data/chars/cross/rot06.gif
	blast	38 28 106 95 15 1
	frame	data/chars/cross/rot07.gif
	blast	0
	frame	data/chars/cross/rot08.gif
	blast	38 28 106 95 15 1
	frame	data/chars/cross/rot09.gif
	blast	0
	sound	data/sounds/whip.wav
	frame	data/chars/cross/rot10.gif
	blast	38 28 106 95 15 1
	frame	data/chars/cross/stand01.gif
	blast	0
	frame	data/chars/cross/rot01.gif
	blast	38 28 106 95 15 1
	frame	data/chars/cross/rot02.gif
	blast	0
	frame	data/chars/cross/rot03.gif
	blast	38 28 106 95 15 1
	frame	data/chars/cross/rot04.gif
	blast	0
	sound	data/sounds/whip.wav
	frame	data/chars/cross/rot05.gif
	blast	38 28 106 95 15 1
	frame	data/chars/cross/rot06.gif
	blast	0
	frame	data/chars/cross/rot07.gif
	blast	38 28 106 95 15 1
	frame	data/chars/cross/rot08.gif
	blast	0
	frame	data/chars/cross/rot09.gif
	blast	38 28 106 95 15 1
	frame	data/chars/cross/rot10.gif
	blast	0
	frame	data/chars/cross/stand01.gif




anim Death
	loop	0
	delay	10
	offset	89 129
	sound	data/sounds/mozzad1.wav
	frame	data/chars/cross/death01.gif
	frame	data/chars/cross/death02.gif
	frame	data/chars/cross/death01.gif
	frame	data/chars/cross/death02.gif
	frame	data/chars/cross/death01.gif
	sound	data/sounds/expl1.wav
	delay	8
	frame	data/chars/cross/death02.gif
	frame	data/chars/cross/death03.gif
	sound	data/sounds/mozzaexp.wav
	frame	data/chars/cross/death04.gif
	frame	data/chars/cross/death03.gif
	sound	data/sounds/ghost.wav
	frame	data/chars/cross/death04.gif
	frame	data/chars/cross/death05.gif
	delay	13
	frame	data/chars/cross/death06.gif






